_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,not_possible_expl,possible_expl,selectedtags_desc,tagged_events,all_possible_pgsm_events,all_possible_pgsm_times,all_possible_psm_events,all_possible_psm_times,all_runs_events,all_runs_times,doc_id,events,hiddeninput_gold,lemmas,lowercase_sentence,not_possible_expl_gold,number_all_runs_events,number_all_runs_times,number_possible_pgsm_events,number_possible_pgsm_times,number_possible_psm_events,number_possible_psm_times,pos_tags,possible_expl_gold,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,tagged_events_gold,time_expressions,tokens
2052545544,12/17/2018 05:50:39,4344764646,12/17/2018 05:50:29,false,instagc,1,39127197,GBR,T5,Aberdeen,176.250.168.169,,[NO_ANSWER],Nothing else,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",[],expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 07:20:20,4344915595,12/17/2018 07:14:38,false,superrewards,1,25958238,USA,MA,Roslindale,73.149.99.33,,[NO_ANSWER],my options are truer,"[""12 and 18 months__58__74""]","[""between"",""12"",""and"",""18"",""months""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 08:31:10,4345060309,12/17/2018 08:29:02,false,clixsense,1,43984981,USA,CO,Colorado Springs,174.24.61.68,,[NO_ANSWER],Does not talk about any other unit of time other than the ones I highlighted.,"[""12 and 18 months__58__74""]",[],expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 09:04:28,4345110638,12/17/2018 09:04:16,false,neodev,1,41746613,GBR,B7,Bristol,90.253.144.85,,[NO_ANSWER],There are just no other expressions of time,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60"",""and__61__64""]","[""between 12 and 18 months""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 10:35:40,4345284419,12/17/2018 10:35:22,false,prodege,1,15555970,GBR,C9,Workington,81.131.166.130,,[NO_ANSWER],There are no other expressions of time.,"[""18 months__65__74""]",[],expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 14:12:57,4345723223,12/17/2018 14:12:38,false,clixsense,1,6377879,USA,IA,Council Bluffs,24.252.53.236,,[NO_ANSWER],Only phrase,"[""12 and 18 months__58__74""]",[],expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 14:28:54,4345756479,12/17/2018 14:26:20,false,prodege,1,4316379,CAN,ON,Toronto,165.225.36.76,,[NO_ANSWER],best fits the description,"[""12 and 18 months__58__74""]",[],expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 17:08:37,4346141169,12/17/2018 17:08:18,false,eup_slw,1,25658839,USA,OH,Toledo,134.228.238.203,,[NO_ANSWER],n/a,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",[],expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 18:22:50,4346321823,12/17/2018 18:20:13,false,elite,1,31690646,CAN,BC,Vancouver,64.85.32.137,,[NO_ANSWER],Done,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]","[""complete""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545544,12/17/2018 19:31:45,4346490135,12/17/2018 19:31:21,false,instagc,1,18199939,GBR,W4,Troon,86.28.167.153,,[NO_ANSWER],all are highlighted,"[""18 months__65__74"",""12 and 18 months__58__74""]",[],expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,,2,16
2052545545,12/16/2018 21:53:29,4344101121,12/16/2018 21:53:13,false,elite,1,32173500,GBR,E4,Chelmsford,151.228.105.15,,[NO_ANSWER],the other words are not expressions of time,"[""1953__113__117""]","[""1953""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
2052545545,12/16/2018 21:57:56,4344107118,12/16/2018 21:56:06,false,prodege,1,11131207,CAN,ON,Toronto,99.232.135.2,,[NO_ANSWER],no other words that describe time,"[""1953__113__117""]",[],helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
2052545545,12/16/2018 22:11:15,4344125926,12/16/2018 22:10:47,false,elite,1,44369755,USA,TX,Dallas,198.96.95.145,,[NO_ANSWER],is not explicitly or implicitly,"[""1953__113__117""]",[],helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
2052545545,12/16/2018 22:16:24,4344133978,12/16/2018 22:15:39,false,elite,1,39017656,CAN,BC,Kelowna,24.71.170.141,,[NO_ANSWER],no other time related expressions are stated,"[""1953__113__117""]",[],helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
2052545545,12/16/2018 22:37:48,4344161919,12/16/2018 22:37:25,false,gifthunterclub,1,44369730,USA,IL,Aurora,68.235.38.49,,[NO_ANSWER],is not explicitly or implicitly,"[""1953__113__117""]",[],helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
2052545545,12/17/2018 00:52:59,4344342068,12/17/2018 00:52:15,false,elite,1,43912578,USA,FL,Miami,173.44.36.162,,[NO_ANSWER],the other words do not appear in the text neither implicitly nor explicitly,"[""1953__113__117""]",[],helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
2052545545,12/17/2018 01:10:52,4344367582,12/17/2018 01:10:37,false,instagc,1,22431902,GBR,G6,Hull,5.198.34.32,,[NO_ANSWER],none there,"[""1953__113__117""]",[],helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
2052545545,12/17/2018 02:02:00,4344435588,12/17/2018 02:01:30,false,elite,1,43887010,USA,FL,Miami,38.132.120.77,,[NO_ANSWER],the other words do not appear in the text neither implicitly nor explicitly,"[""1953__113__117""]",[],helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,,1,23
