_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,possible,selectedtags_desc,all_possible_pgsm_events,all_possible_pgsm_times,all_possible_psm_events,all_possible_psm_times,all_runs_events,all_runs_times,doc_id,events,hiddeninput_gold,lemmas,lowercase_sentence,notpossible_gold,number_all_runs_events,number_all_runs_times,number_possible_pgsm_events,number_possible_pgsm_times,number_possible_psm_events,number_possible_psm_times,pos_tags,possible_gold,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,time_expressions,tokens
2047260974,12/11/2018 14:29:24,4329474126,12/11/2018 14:28:45,False,elite,1,5b054a4b4839d34b10d3956ebd056597,USA,FL,Miami,253f07cf58a378b0aac3e9425c8206b3,,,the other words do not appear in the text neither implicitly nor explicitly,"[""18 months__65__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 14:59:51,4329580477,12/11/2018 14:59:43,False,prodege,1,d8d245c91422aa1ee8390a5faf482603,GBR,C9,Workington,a962a09ae9d9e5e1908fe367daf772ec,,,There are no further temporal expressions.,"[""18 months__65__74"",""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 15:17:33,4329641666,12/11/2018 15:17:18,False,elite,1,5321424c8dcf06bea586a91a1a09ff9b,USA,TX,Dallas,5f315e5ead8400680d5fbafa7cad199c,,,the other words do not appear in the text neither implicitly nor explicitly,"[""18 months__65__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 16:13:24,4329829710,12/11/2018 16:13:05,False,clixsense,1,7308fd7499eb0a01ac895981d523dc88,USA,NY,Fort Plain,6e487f32abe223b6129ee6a2d32485cc,,,there are no other,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 17:23:18,4330058976,12/11/2018 17:22:55,False,prodege,1,b2720933224c3a58ac221524288e88f3,GBR,A7,Birmingham,ca3f0515bb902ef54e0f9ef27b30d234,,,,"[""18 months__65__74"",""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 17:30:57,4330083893,12/11/2018 17:30:39,False,coinworker,1,7532f1d32c3e3f10639151705a342394,USA,NY,Buffalo,81822deafcb8ee0a14750ecb578acb62,,,,"[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 17:42:15,4330122544,12/11/2018 17:42:01,False,clixsense,1,a87d4e3441b57d5992d9c53d4bf63829,GBR,A1,Dagenham,36e6457de68193c7f855aece0c7b7a05,,,fits well,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60"",""and__61__64""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 17:43:47,4330128252,12/11/2018 17:42:55,False,prodege,1,e1348a79a458a304fb5c1eaa37e3d459,CAN,ON,Toronto,ceed53095afa525d57056c8f00fc9845,,,no other words refer to time,"[""18 months__65__74"",""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 17:56:48,4330169456,12/11/2018 17:56:33,False,elite,1,2a37e935e9b4faac462a267762144ea9,USA,CA,San Francisco,1e9c31af78b46d55004bddbc339c2609,,,because it is written explicitly,"[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 18:01:33,4330186413,12/11/2018 18:01:23,False,prodege,1,6bf9daffaf6238ab026dd2dababe3a5e,CAN,ON,Windsor,2205a4d1d66507ef73c71ac658a9e424,,,best fits the description,"[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260975,12/11/2018 11:44:11,4329041659,12/11/2018 11:43:56,False,elite,1,85648b7d4d592883c6d439a4ca414847,USA,OK,Edmond,ef36f36dd303a12e83ec4460ba8e700b,,,because it is implicitly written,"[""1953__113__117""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,1,23
2047260975,12/11/2018 11:56:38,4329070070,12/11/2018 11:56:17,False,elite,1,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,4c0ce041ac69d650ec83eb6a148266f4,,,is not explicitly or implicitly,"[""1953__113__117""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,1,23
2047260975,12/11/2018 11:57:33,4329071839,12/11/2018 11:57:13,False,coinworker,1,7532f1d32c3e3f10639151705a342394,USA,NY,Buffalo,81822deafcb8ee0a14750ecb578acb62,,,,"[""1953__113__117""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,1,23
2047260975,12/11/2018 11:59:21,4329075631,12/11/2018 11:59:07,False,elite,1,918abbecb87a38ab30695e5c966a46f1,USA,,,9c34f7a6c836b6ebd4209089087f1b8a,,,because it is implicitly written,"[""1953__113__117""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,1,23
2047260975,12/11/2018 12:14:59,4329115722,12/11/2018 12:14:48,False,instagc,1,43f09d3ea852f04b2b9d184667773846,GBR,T5,Aberdeen,000dfeb63e3035265b515a59050e1174,,,That’s all there is,"[""1953__113__117""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,1,23
2047260975,12/11/2018 12:50:07,4329199656,12/11/2018 12:49:57,False,instagc,1,1c652ec0bfd445a7e3e6fa284c4502f1,USA,IN,Indianapolis,a4b07e8dc9aeb4e7451e8cc87a0cc24b,,,They are just words that are already included in the phrases I chose.,"[""1953__113__117""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,1,23
2047260975,12/11/2018 12:51:28,4329202813,12/11/2018 12:51:06,False,gifthunterclub,1,bbb91c02ad5bb513c8149bd5e8443fb4,USA,IL,Aurora,98135a14bc29e812c5d2312fdd7366e9,,,is not explicitly or implicitly,"[""1953__113__117""]",helped__51__57###summit__103__109###was__25__28###in__110__112###part__29__33,1953__113__117,helped__51__57###summit__103__109###was__25__28,1953__113__117###1953 .__113__119,helped__51__57###summit__103__109,1953__113__117###1953 .__113__119,bbc_20130322_1150,1,,23,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,,2,2,5,2,3,2,23,,,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,New Zealand-born Mr Lowe be part of the team that help Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,new zealand-born mr lowe be part of the team that help sir edmund hillary and tenzing norgay to the summit in 1953 .,NNP NNP NNP NNP VBD NN IN DT NN WDT VBD NNP NNP NNP CC NNP NNP TO DT NN IN CD .,1,23
