duration,input.all_runs_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
35.65,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1957 - 58__60__69': 17, '1957__60__64': 9, '58__67__69': 5})",31,3,20,0.6795198112334503,"Counter({'1957 - 58__60__69': 0.8978163780674249, '1957__60__64': 0.43823516196121737, '58__67__69': 0.26693237444031864})",0.6382948267984678,"Counter({'1957 - 58__60__69': 0.85, '1957__60__64': 0.45, '58__67__69': 0.25})",1957 - 58__60__69,17,0.8978163780674249,0.85,0.0
35.65,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1957 - 58__60__69': 17, '1957__60__64': 9, '58__67__69': 5})",31,3,20,0.6795198112334503,"Counter({'1957 - 58__60__69': 0.8978163780674249, '1957__60__64': 0.43823516196121737, '58__67__69': 0.26693237444031864})",0.6382948267984678,"Counter({'1957 - 58__60__69': 0.85, '1957__60__64': 0.45, '58__67__69': 0.25})",1957__60__64,9,0.43823516196121737,0.45,1.0
35.65,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1957 - 58__60__69': 17, '1957__60__64': 9, '58__67__69': 5})",31,3,20,0.6795198112334503,"Counter({'1957 - 58__60__69': 0.8978163780674249, '1957__60__64': 0.43823516196121737, '58__67__69': 0.26693237444031864})",0.6382948267984678,"Counter({'1957 - 58__60__69': 0.85, '1957__60__64': 0.45, '58__67__69': 0.25})",58__67__69,5,0.26693237444031864,0.25,1.0
35.65,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1957 - 58__60__69': 17, '1957__60__64': 9, '58__67__69': 5})",31,3,20,0.6795198112334503,"Counter({'1957 - 58__60__69': 0.8978163780674249, '1957__60__64': 0.43823516196121737, '58__67__69': 0.26693237444031864})",0.6382948267984678,"Counter({'1957 - 58__60__69': 0.85, '1957__60__64': 0.45, '58__67__69': 0.25})",no_time,0,0.0,0.0,0.0
37.65,1984__19__23###last June__75__84,bbc_20130322_1150,"the last british climbing member of the 1953 team , mike westmacott , died last june .","The last British climbing member of the 1953 team , Mike Westmacott , died last June .",19,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'last june__75__84': 20, '1984__19__23': 5})",25,2,20,0.8780167658725886,"Counter({'last june__75__84': 1.0, '1984__19__23': 0.27079341150957825})",0.8843842557315331,"Counter({'last june__75__84': 1.0, '1984__19__23': 0.25})",1984__19__23,5,0.27079341150957825,0.25,0.0
37.65,1984__19__23###last June__75__84,bbc_20130322_1150,"the last british climbing member of the 1953 team , mike westmacott , died last june .","The last British climbing member of the 1953 team , Mike Westmacott , died last June .",19,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'last june__75__84': 20, '1984__19__23': 5})",25,2,20,0.8780167658725886,"Counter({'last june__75__84': 1.0, '1984__19__23': 0.27079341150957825})",0.8843842557315331,"Counter({'last june__75__84': 1.0, '1984__19__23': 0.25})",last june__75__84,20,1.0,1.0,1.0
37.65,1984__19__23###last June__75__84,bbc_20130322_1150,"the last british climbing member of the 1953 team , mike westmacott , died last june .","The last British climbing member of the 1953 team , Mike Westmacott , died last June .",19,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'last june__75__84': 20, '1984__19__23': 5})",25,2,20,0.8780167658725886,"Counter({'last june__75__84': 1.0, '1984__19__23': 0.27079341150957825})",0.8843842557315331,"Counter({'last june__75__84': 1.0, '1984__19__23': 0.25})",no_time,0,0.0,0.0,0.0
42.6,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1995__23__27': 16, '100 days__106__114': 15, '99th day__142__150': 13, 'the 99th day__138__150': 11, 'day__147__150': 8, '100__106__109': 3})",66,6,20,0.6283222011817263,"Counter({'1995__23__27': 0.8540083813267555, '100 days__106__114': 0.8064845687885716, '99th day__142__150': 0.6656637918763681, 'the 99th day__138__150': 0.5805134176282958, 'day__147__150': 0.41892852594737934, '100__106__109': 0.172981471861939})",0.5832774965653038,"Counter({'1995__23__27': 0.8, '100 days__106__114': 0.75, '99th day__142__150': 0.65, 'the 99th day__138__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.15})",1995__23__27,16,0.8540083813267555,0.8,1.0
42.6,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1995__23__27': 16, '100 days__106__114': 15, '99th day__142__150': 13, 'the 99th day__138__150': 11, 'day__147__150': 8, '100__106__109': 3})",66,6,20,0.6283222011817263,"Counter({'1995__23__27': 0.8540083813267555, '100 days__106__114': 0.8064845687885716, '99th day__142__150': 0.6656637918763681, 'the 99th day__138__150': 0.5805134176282958, 'day__147__150': 0.41892852594737934, '100__106__109': 0.172981471861939})",0.5832774965653038,"Counter({'1995__23__27': 0.8, '100 days__106__114': 0.75, '99th day__142__150': 0.65, 'the 99th day__138__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.15})",100 days__106__114,15,0.8064845687885716,0.75,1.0
42.6,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1995__23__27': 16, '100 days__106__114': 15, '99th day__142__150': 13, 'the 99th day__138__150': 11, 'day__147__150': 8, '100__106__109': 3})",66,6,20,0.6283222011817263,"Counter({'1995__23__27': 0.8540083813267555, '100 days__106__114': 0.8064845687885716, '99th day__142__150': 0.6656637918763681, 'the 99th day__138__150': 0.5805134176282958, 'day__147__150': 0.41892852594737934, '100__106__109': 0.172981471861939})",0.5832774965653038,"Counter({'1995__23__27': 0.8, '100 days__106__114': 0.75, '99th day__142__150': 0.65, 'the 99th day__138__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.15})",the 99th day__138__150,11,0.5805134176282958,0.55,1.0
42.6,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1995__23__27': 16, '100 days__106__114': 15, '99th day__142__150': 13, 'the 99th day__138__150': 11, 'day__147__150': 8, '100__106__109': 3})",66,6,20,0.6283222011817263,"Counter({'1995__23__27': 0.8540083813267555, '100 days__106__114': 0.8064845687885716, '99th day__142__150': 0.6656637918763681, 'the 99th day__138__150': 0.5805134176282958, 'day__147__150': 0.41892852594737934, '100__106__109': 0.172981471861939})",0.5832774965653038,"Counter({'1995__23__27': 0.8, '100 days__106__114': 0.75, '99th day__142__150': 0.65, 'the 99th day__138__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.15})",day__147__150,8,0.41892852594737934,0.4,0.0
42.6,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1995__23__27': 16, '100 days__106__114': 15, '99th day__142__150': 13, 'the 99th day__138__150': 11, 'day__147__150': 8, '100__106__109': 3})",66,6,20,0.6283222011817263,"Counter({'1995__23__27': 0.8540083813267555, '100 days__106__114': 0.8064845687885716, '99th day__142__150': 0.6656637918763681, 'the 99th day__138__150': 0.5805134176282958, 'day__147__150': 0.41892852594737934, '100__106__109': 0.172981471861939})",0.5832774965653038,"Counter({'1995__23__27': 0.8, '100 days__106__114': 0.75, '99th day__142__150': 0.65, 'the 99th day__138__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.15})",99th day__142__150,13,0.6656637918763681,0.65,0.0
42.6,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1995__23__27': 16, '100 days__106__114': 15, '99th day__142__150': 13, 'the 99th day__138__150': 11, 'day__147__150': 8, '100__106__109': 3})",66,6,20,0.6283222011817263,"Counter({'1995__23__27': 0.8540083813267555, '100 days__106__114': 0.8064845687885716, '99th day__142__150': 0.6656637918763681, 'the 99th day__138__150': 0.5805134176282958, 'day__147__150': 0.41892852594737934, '100__106__109': 0.172981471861939})",0.5832774965653038,"Counter({'1995__23__27': 0.8, '100 days__106__114': 0.75, '99th day__142__150': 0.65, 'the 99th day__138__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.15})",100__106__109,3,0.172981471861939,0.15,0.0
42.6,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'1995__23__27': 16, '100 days__106__114': 15, '99th day__142__150': 13, 'the 99th day__138__150': 11, 'day__147__150': 8, '100__106__109': 3})",66,6,20,0.6283222011817263,"Counter({'1995__23__27': 0.8540083813267555, '100 days__106__114': 0.8064845687885716, '99th day__142__150': 0.6656637918763681, 'the 99th day__138__150': 0.5805134176282958, 'day__147__150': 0.41892852594737934, '100__106__109': 0.172981471861939})",0.5832774965653038,"Counter({'1995__23__27': 0.8, '100 days__106__114': 0.75, '99th day__142__150': 0.65, 'the 99th day__138__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.15})",no_time,0,0.0,0.0,0.0
24.95,2003__25__29###2003 .__25__31,bbc_20130322_332,it invested in tnk-bp in 2003 .,It invested in TNK-BP in 2003 .,3,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2003__25__29': 17, '2003 .__25__31': 9, 'no_time': 1})",27,3,20,0.7364468179917101,"Counter({'2003__25__29': 0.9022628830026042, '2003 .__25__31': 0.47736699897196755, 'no_time': 0.01463782149891213})",0.6652472085245799,"Counter({'2003__25__29': 0.85, '2003 .__25__31': 0.45, 'no_time': 0.05})",2003__25__29,17,0.9022628830026042,0.85,1.0
24.95,2003__25__29###2003 .__25__31,bbc_20130322_332,it invested in tnk-bp in 2003 .,It invested in TNK-BP in 2003 .,3,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2003__25__29': 17, '2003 .__25__31': 9, 'no_time': 1})",27,3,20,0.7364468179917101,"Counter({'2003__25__29': 0.9022628830026042, '2003 .__25__31': 0.47736699897196755, 'no_time': 0.01463782149891213})",0.6652472085245799,"Counter({'2003__25__29': 0.85, '2003 .__25__31': 0.45, 'no_time': 0.05})",2003 .__25__31,9,0.4773669989719676,0.45,0.0
24.95,2003__25__29###2003 .__25__31,bbc_20130322_332,it invested in tnk-bp in 2003 .,It invested in TNK-BP in 2003 .,3,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2003__25__29': 17, '2003 .__25__31': 9, 'no_time': 1})",27,3,20,0.7364468179917101,"Counter({'2003__25__29': 0.9022628830026042, '2003 .__25__31': 0.47736699897196755, 'no_time': 0.01463782149891213})",0.6652472085245799,"Counter({'2003__25__29': 0.85, '2003 .__25__31': 0.45, 'no_time': 0.05})",no_time,1,0.014637821498912131,0.05,0.0
20.5,2003__6__10,bbc_20130322_332,"`` in 2003 bp invested around $ 8bn in cash , shares and assets in the formation of tnk-bp , '' the oil giant said .","`` In 2003 BP invested around $ 8bn in cash , shares and assets in the formation of TNK-BP , '' the oil giant said .",7,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2003__6__10': 19, 'no_time': 1})",20,2,20,0.9695161702080866,"Counter({'2003__6__10': 0.9853621785010879, 'no_time': 0.01463782149891213})",0.9,"Counter({'2003__6__10': 0.95, 'no_time': 0.05})",2003__6__10,19,0.985362178501088,0.95,1.0
20.5,2003__6__10,bbc_20130322_332,"`` in 2003 bp invested around $ 8bn in cash , shares and assets in the formation of tnk-bp , '' the oil giant said .","`` In 2003 BP invested around $ 8bn in cash , shares and assets in the formation of TNK-BP , '' the oil giant said .",7,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2003__6__10': 19, 'no_time': 1})",20,2,20,0.9695161702080866,"Counter({'2003__6__10': 0.9853621785010879, 'no_time': 0.01463782149891213})",0.9,"Counter({'2003__6__10': 0.95, 'no_time': 0.05})",no_time,1,0.014637821498912131,0.05,0.0
35.2,2005__132__136,bbc_20130322_1150,"dr lewis-jones , the former curator at the scott polar research institute at the university of cambridge , who first met mr lowe in 2005 , called him a `` hero '' .","Dr Lewis-Jones , the former curator at the Scott Polar Research Institute at the University of Cambridge , who first met Mr Lowe in 2005 , called him a `` hero '' .",13,1,../../data/pilot_crowd_data/raw_data/f1328283,Counter({'2005__132__136': 20}),20,1,20,1.0,Counter({'2005__132__136': 1.0}),1.0,Counter({'2005__132__136': 1.0}),2005__132__136,20,1.0,1.0,1.0
35.2,2005__132__136,bbc_20130322_1150,"dr lewis-jones , the former curator at the scott polar research institute at the university of cambridge , who first met mr lowe in 2005 , called him a `` hero '' .","Dr Lewis-Jones , the former curator at the Scott Polar Research Institute at the University of Cambridge , who first met Mr Lowe in 2005 , called him a `` hero '' .",13,1,../../data/pilot_crowd_data/raw_data/f1328283,Counter({'2005__132__136': 20}),20,1,20,1.0,Counter({'2005__132__136': 1.0}),1.0,Counter({'2005__132__136': 1.0}),no_time,0,0.0,0.0,0.0
105.05,2005__132__136###former__21__27,bbc_20130322_1150,"`` i do n't often use that word but then it is not very often that you get to meet one , '' he said .","`` I do n't often use that word but then it is not very often that you get to meet one , '' he said .",14,0,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'no_time': 10, 'former__21__27': 9, '2005__132__136': 6})",25,3,20,0.41151874482658535,"Counter({'no_time': 0.4912557560960098, 'former__21__27': 0.45253127755570866, '2005__132__136': 0.32702489602139717})",0.4140929975245456,"Counter({'no_time': 0.5, 'former__21__27': 0.45, '2005__132__136': 0.3})",2005__132__136,6,0.3270248960213972,0.3,0.0
105.05,2005__132__136###former__21__27,bbc_20130322_1150,"`` i do n't often use that word but then it is not very often that you get to meet one , '' he said .","`` I do n't often use that word but then it is not very often that you get to meet one , '' he said .",14,0,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'no_time': 10, 'former__21__27': 9, '2005__132__136': 6})",25,3,20,0.41151874482658535,"Counter({'no_time': 0.4912557560960098, 'former__21__27': 0.45253127755570866, '2005__132__136': 0.32702489602139717})",0.4140929975245456,"Counter({'no_time': 0.5, 'former__21__27': 0.45, '2005__132__136': 0.3})",former__21__27,9,0.4525312775557087,0.45,0.0
105.05,2005__132__136###former__21__27,bbc_20130322_1150,"`` i do n't often use that word but then it is not very often that you get to meet one , '' he said .","`` I do n't often use that word but then it is not very often that you get to meet one , '' he said .",14,0,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'no_time': 10, 'former__21__27': 9, '2005__132__136': 6})",25,3,20,0.41151874482658535,"Counter({'no_time': 0.4912557560960098, 'former__21__27': 0.45253127755570866, '2005__132__136': 0.32702489602139717})",0.4140929975245456,"Counter({'no_time': 0.5, 'former__21__27': 0.45, '2005__132__136': 0.3})",no_time,10,0.4912557560960098,0.5,0.0
45.6,2007__212__216###once__108__112###2007 .__212__218,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2007__212__216': 16, '2007 .__212__218': 10, 'once__108__112': 7})",33,3,20,0.6123147974444818,"Counter({'2007__212__216': 0.81781656858328, '2007 .__212__218': 0.5465668314483353, 'once__108__112': 0.36786148792841394})",0.5911079364693331,"Counter({'2007__212__216': 0.8, '2007 .__212__218': 0.5, 'once__108__112': 0.35})",2007__212__216,16,0.81781656858328,0.8,1.0
45.6,2007__212__216###once__108__112###2007 .__212__218,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2007__212__216': 16, '2007 .__212__218': 10, 'once__108__112': 7})",33,3,20,0.6123147974444818,"Counter({'2007__212__216': 0.81781656858328, '2007 .__212__218': 0.5465668314483353, 'once__108__112': 0.36786148792841394})",0.5911079364693331,"Counter({'2007__212__216': 0.8, '2007 .__212__218': 0.5, 'once__108__112': 0.35})",once__108__112,7,0.3678614879284139,0.35,0.0
45.6,2007__212__216###once__108__112###2007 .__212__218,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1328283,"Counter({'2007__212__216': 16, '2007 .__212__218': 10, 'once__108__112': 7})",33,3,20,0.6123147974444818,"Counter({'2007__212__216': 0.81781656858328, '2007 .__212__218': 0.5465668314483353, 'once__108__112': 0.36786148792841394})",0.5911079364693331,"Counter({'2007__212__216': 0.8, '2007 .__212__218': 0.5, 'once__108__112': 0.35})",2007 .__212__218,10,0.5465668314483353,0.5,0.0
